analysis_scope,pair,rna_metric,flow_metric,n_rows,n_participants,spearman_rho,permutation_p_two_sided,bh_fdr_within_all_pair_metric_family,permutation_null_median,permutation_null_q025,permutation_null_q975,n_permutations,claim_boundary,panel,rna_metric_label,abs_rho,source_table
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD103,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.3697936210131332,0.01799640071985602,0.09448110377924417,-0.00328330206378986,-0.3203330206378987,0.29650093808630396,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.3697936210131332,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD123,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.14090056285178237,0.3879224155168966,0.5660211469156551,0.00544090056285178,-0.34621482176360224,0.344939024390244,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.14090056285178237,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD141,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.10375234521575984,0.5280943811237753,0.7004199160167967,0.00347091932457786,-0.32636022514071295,0.33236866791744846,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.10375234521575984,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD25,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.01651031894934334,0.9166166766646672,0.9619324753833765,0.00225140712945591,-0.3302673545966229,0.315,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.01651031894934334,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD39,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.424390243902439,0.00759848030393921,0.06111118201891536,-0.00769230769230769,-0.3130300187617261,0.3041041275797373,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.424390243902439,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD57,hla_dr_core,raw_fcs_abundance_normalized,39,34,-0.45777907556257336,0.003999200159968,0.0609555508253188,-0.00263091422737111,-0.33660111507521356,0.3334245297488322,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.45777907556257336,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD66,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.4049540322753447,0.01059788042391521,0.07028068070596408,4.6913117733473e-4,-0.33710359009742175,0.27914243313771503,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.4049540322753447,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CD69,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.4080675422138837,0.00719856028794241,0.06111118201891536,-0.01848030018761726,-0.31979362101313324,0.2976829268292684,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.4080675422138837,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CCR7/CX3CR1,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.3590994371482176,0.02339532093581283,0.10370949066000754,-0.00844277673545966,-0.3326829268292683,0.329971857410882,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.3590994371482176,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CCR7,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.2851782363977486,0.07238552289542091,0.18792679820200345,-0.01116322701688555,-0.3482926829268293,0.3084240150093809,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.2851782363977486,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD103,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.15196998123827393,0.34413117376524693,0.5371483080433094,-0.00206378986866791,-0.33145403377110694,0.29890712945590997,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.15196998123827393,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD123,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.15046904315197,0.35112977404519097,0.5395408723133421,0.00168855534709193,-0.28835365853658534,0.32697936210131345,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.15046904315197,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD141,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.3088180112570357,0.05798840231953609,0.16357922445361672,-0.0122889305816135,-0.29087711069418387,0.278189493433396,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.3088180112570357,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD161,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.24709193245778613,0.1199760047990402,0.2748541200850739,-3.7523452157598e-4,-0.33842401500938085,0.2960553470919325,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.24709193245778613,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD25,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.24934333958724203,0.1225754849030194,0.27624475104979007,-0.00412757973733583,-0.3089868667917448,0.31858818011257034,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.24934333958724203,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD27,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.275234521575985,0.08418316336732654,0.20847595186844983,-0.00103189493433395,-0.3118198874296435,0.33820356472795515,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.275234521575985,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD28,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.3118198874296435,0.05038992201559688,0.15176964607078586,0.01538461538461538,-0.33658536585365856,0.33285647279549724,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.3118198874296435,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD38,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.2604127579737336,0.1155768846230754,0.2663906243141616,0.00440900562851782,-0.3370168855534709,0.306360225140713,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.2604127579737336,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD39,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.47317073170731705,0.0023995200959808,0.05038992201559687,0.01707317073170732,-0.3221857410881801,0.3298030018761727,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.47317073170731705,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD45RA,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.05534709193245778,0.7448510297940412,0.8510129299441318,-7.5046904315197e-4,-0.31596622889305814,0.31950750469043154,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.05534709193245778,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD45RO,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.08555347091932458,0.597880423915217,0.7412274922064768,0.01050656660412758,-0.31457786116322706,0.3077485928705441,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.08555347091932458,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD57,hla_dr_core,raw_fcs_abundance_normalized,39,34,-0.12024252431762782,0.46390721855628875,0.6399887905630552,-0.01412898381365967,-0.34016259340893257,0.3204989455910256,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.12024252431762782,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD66,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.2219928731147974,0.15976804639072187,0.3300126859873927,0.00609870530535157,-0.30368737633586845,0.3396697376374428,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.2219928731147974,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CD69,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.33902439024390246,0.02839432113577284,0.10952095295226669,0.00196998123827392,-0.3051500938086304,0.3199484052532834,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.33902439024390246,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CTLA4,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.3962476547842402,0.01339732053589282,0.07912792441511698,0.01013133208255159,-0.27816604127579736,0.2875140712945592,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.3962476547842402,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/CX3CR1,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.15722326454033772,0.33353329334133175,0.5319644931773139,0.0122889305816135,-0.29824577861163226,0.34421200750469044,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.15722326454033772,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD11c/PD1,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.4,0.01019796040791841,0.07018596280743851,0.00666041275797373,-0.29663696060037525,0.275736397748593,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.4,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD123/CD103,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.26566604127579735,0.10377924415116976,0.24672046722730928,-0.01444652908067542,-0.35431988742964354,0.27618667917448403,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.26566604127579735,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD123/CD141,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.325515947467167,0.04499100179964007,0.14172165566886624,0.00966228893058161,-0.28586303939962476,0.35365384615384615,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.325515947467167,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD123/CD39,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.0924953095684803,0.5680863827234554,0.7305687511146419,0.00337711069418386,-0.3345966228893058,0.3039071294559101,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.0924953095684803,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD123/CX3CR1,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.08930581613508443,0.5846830633873226,0.7367006598680265,0.00121951219512195,-0.312546904315197,0.3742682926829269,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.08930581613508443,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CCR7,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.375046904315197,0.019596080783843228,0.0984592555173176,-0.00787992495309568,-0.33540806754221386,0.26588649155722327,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.375046904315197,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD103,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.24878048780487805,0.1265746850629874,0.2831078754663269,-0.0074108818011257,-0.3077298311444653,0.29391181988742965,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.24878048780487805,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD11c,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.474296435272045,0.0037992401519696,0.0609555508253188,-0.01125703564727955,-0.28809568480300185,0.28559568480300196,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.474296435272045,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD123,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.1855534709193246,0.2531493701259748,0.4450719158493883,0.00609756097560975,-0.30853189493433397,0.33204971857410887,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.1855534709193246,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD141,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.04896810506566604,0.7688462307538493,0.856776879918134,0.00853658536585366,-0.2922748592870544,0.31448405253283307,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.04896810506566604,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD16,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.29962476547842404,0.07258548290341932,0.18792679820200345,-0.00863039399624765,-0.3941275797373358,0.3362523452157599,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.29962476547842404,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD161,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.3196998123827392,0.04099180163967207,0.13473826973735686,-0.00450281425891182,-0.32696060037523456,0.33397748592870563,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.3196998123827392,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD19,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.15094516644965317,0.3535292941411718,0.5400661803123247,0.00647309912058798,-0.28287677689546326,0.3021295561276759,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.15094516644965317,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD20,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.04860198997187872,0.7614477104579084,0.8540867494156954,-0.01379245661364126,-0.327828866721514,0.32840589806963577,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.04860198997187872,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD25,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.38555347091932457,0.01399720055988802,0.08139910479442573,0.00675422138836773,-0.3522326454033771,0.2663367729831145,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.38555347091932457,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD27,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.33284863304124884,0.03879224155168966,0.12862690619770784,0.0020638866761295,-0.33461231801903224,0.3521694267207431,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.33284863304124884,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD28,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.6345215759849906,1.999600079984e-4,0.02519496100779844,-0.02270168855534709,-0.3231238273921201,0.3177814258911821,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.6345215759849906,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD33,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.07091932457786117,0.6722655468906219,0.7991081029077204,-0.00712945590994371,-0.35572232645403373,0.31914634146341464,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.07091932457786117,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD38,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.49193245778611633,0.001999600079984,0.05038992201559687,-0.00712945590994371,-0.29662757973733583,0.2904080675422139,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.49193245778611633,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD39,hla_dr_core,raw_fcs_abundance_normalized,40,34,0.21257035647279549,0.1911617676464707,0.363870944404084,-0.00365853658536585,-0.31097560975609756,0.2765150093808632,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.21257035647279549,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD4,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.33377110694183865,0.03499300139972006,0.12362013578592693,0.00909943714821763,-0.2777767354596623,0.2781191369606004,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.33377110694183865,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD45RA,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.18330206378986863,0.2625474905018996,0.4573407899065348,-0.01106941838649155,-0.29050187617260786,0.3251313320825516,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.18330206378986863,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD45RO,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.29380863039399624,0.07178564287142572,0.18792679820200345,0.00318949343339587,-0.3142166979362101,0.3447607879924953,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.29380863039399624,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD56,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.03958724202626641,0.8198360327934413,0.8956590184853203,-0.01172607879924953,-0.3096341463414634,0.33984521575985,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.03958724202626641,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD57,hla_dr_core,raw_fcs_abundance_normalized,39,34,-0.05885750437298463,0.7324535092981403,0.8466893777207861,0.01690691557733913,-0.3181252983669784,0.26184768212027654,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.05885750437298463,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD66,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.2927378546568757,0.0687862427514497,0.18310704056371824,0.00225182965120673,-0.3252298799990796,0.29343686011110454,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.2927378546568757,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
Sepsis-only matched raw FCS all-pair marker null,CD14/CD69,hla_dr_core,raw_fcs_abundance_normalized,40,34,-0.07804878048780488,0.6364727054589082,0.7637672465506898,0.00900562851782364,-0.3280956848030019,0.2812664165103191,5000,all-pair raw-FCS marker-pair null; pair specificity sensitivity only,B,HLA-DR core,0.07804878048780488,03_TRACEABLE_RESULTS/stage_outputs_tables/03_REPRODUCIBLE_RESULTS/frontiers_final_submission/fcs_pair_specificity_hardening/S19_raw_fcs_all_pair_null_correlation_summary.csv
