analysis_scope,rna_metric,flow_metric,n_rows,n_participants,spearman_rho,spearman_p_normal_approx,permutation_p_two_sided,permutation_null_rho_q025,permutation_null_rho_q975,bootstrap_rho_q025,bootstrap_rho_median,bootstrap_rho_q975,bootstrap_positive_fraction,pearson_r,jackknife_rho_min,jackknife_rho_max,jackknife_direction_consistent,leave_one_participant_rho_min,leave_one_participant_rho_max,leave_one_participant_direction_consistent,one_timepoint_per_participant_n,one_timepoint_per_participant_rho,one_timepoint_per_participant_p_normal_approx,claim_boundary,bh_fdr_permutation_primary_family,retained_or_discard_decision
sepsis_only,hla_dr_core,cd3_cd14_abundance_normalized,40,34,-0.5590994371482176,0.0004801818739504,0.0003999600039996,-0.3101360225140713,0.3086350844277673,-0.7455206484978084,-0.5535487508750525,-0.2959195242266145,0.0002,-0.531394205632664,-0.6139676113360324,-0.5248987854251013,1,-0.6478827005142794,-0.5301619433198381,1,34,-0.6522536287242169,0.0001790249752476,"exploratory paired correlation; no causal, biomarker, or clinical model claim",0.005999400059994,retain_as_primary_paired_bridge_sensitivity
sepsis_only,mhcii_cd74_axis,cd3_cd14_abundance_normalized,40,34,-0.5165103189493434,0.0012570631711743,0.0010998900109989,-0.3086350844277674,0.3082692307692306,-0.7118308818551712,-0.5119842090422032,-0.2398837160787421,0.0008,-0.5225839433164776,-0.569838056680162,-0.4811740890688259,1,-0.6076157128788707,-0.4795929532771638,1,34,-0.5825821237585943,0.0008178570775875,"exploratory paired correlation; no causal, biomarker, or clinical model claim",0.0082491750824917,retain_as_primary_paired_bridge_sensitivity
sepsis_only,rna_decoupling_index_six_minus_mhcii,cd3_cd14_abundance_normalized,40,34,0.4622889305816136,0.0038894233203193,0.0034996500349965,-0.3095684803001877,0.3137007504690431,0.1740196740919383,0.4610142379201345,0.6845174623218864,0.9998,0.4792924784163705,0.4204453441295547,0.5010121457489878,1,0.3876791771528613,0.5351789035999562,1,34,0.519633307868602,0.0028351706000169,"exploratory paired correlation; no causal, biomarker, or clinical model claim",0.0174982501749825,retain_as_primary_paired_bridge_sensitivity
sepsis_only,myeloid_inflammatory,cd3_cd14_abundance_normalized,40,34,-0.3195121951219513,0.0460043911181008,0.0438956104389561,-0.3118245778611632,0.3108864915572232,-0.580140605200316,-0.3247509981266582,-0.0047896034747342,0.0236,-0.3380917569788229,-0.3947368421052631,-0.2722672064777328,1,-0.4386694386694387,-0.2498085129664077,1,34,-0.3564553093964858,0.0405913789617336,"exploratory paired correlation; no causal, biomarker, or clinical model claim",0.1646085391460854,retain_as_quantification_sensitivity
sepsis_only,immunometabolic_stress,cd3_cd14_abundance_normalized,40,34,0.1705440900562852,0.2868544347081024,0.2943705629437056,-0.3112617260787993,0.315576923076923,-0.1686579307287696,0.1787711929163621,0.4715433399285845,0.8496,0.1663277801644362,0.1050607287449392,0.2309716599190283,1,0.0397198818251449,0.2425867162709267,1,34,0.1431627196333078,0.4108451763437996,"exploratory paired correlation; no causal, biomarker, or clinical model claim",0.3396583418581219,retain_as_quantification_sensitivity
