RNASeq_sample_ID,six_gene_panel,mhcii_cd74_axis,hla_dr_core,myeloid_inflammatory,immunometabolic_stress,adaptive_t_cell_context,base_participant_timepoint_id,rna_decoupling_index_six_minus_mhcii,rna_decoupling_index_myeloid_minus_mhcii
S00065-Ja003T-TRGa,0.1578628535284645,-0.1650447421175171,-0.6315727616447058,0.6401650377113466,-0.038228213411095,-0.8039062929430515,S00065-Ja003,0.3229075956459816,0.8052097798288637
S00066-Ja001T-TRGa,-0.0492168528530441,0.1231210616677034,0.2960136544755166,0.7325560303012123,0.1705510205410065,-0.9537144068264412,S00066-Ja001,-0.1723379145207476,0.6094349686335089
S00067-Ja001T-TRGa,0.0438062654926641,0.5051331472591856,0.4633056085150607,0.109408977005714,-0.3576919710931499,0.0253481320072739,S00067-Ja001,-0.4613268817665214,-0.3957241702534715
S00068-Ja005T-TRGa,0.2365314854033657,-0.3228592809333954,-0.1222168390938824,0.6487008692192031,0.5393553131190633,-1.094929590306437,S00068-Ja005,0.5593907663367612,0.9715601501525986
S00069-Ja005T-TRGa,-0.0302538966582178,0.2469703211654643,0.2504867955744172,-0.0657769307261054,-0.710579673452335,-0.1051096052591966,S00069-Ja005,-0.2772242178236823,-0.3127472518915699
S00072-Ja001T-TRGa,-0.2270325775117902,-0.0556581011815935,-0.1184026244813506,-0.4800088721341146,-0.3320263165175232,0.9225820574677078,S00072-Ja001,-0.1713744763301966,-0.424350770952521
S00076-Ja001T-TRGa,-0.6141326569610478,0.6987284240323334,0.6487863102724646,-0.0086526985300351,-0.604615216236349,0.4635809231398077,S00076-Ja001,-1.3128610809933812,-0.7073811225623685
S00077-Ja005T-TRGa,0.2245724575298004,-0.3256586488210193,-0.058757622630632,0.5628635811956829,0.4306879972796262,-0.6878798310106824,S00077-Ja005,0.5502311063508198,0.8885222300167022
S00078-Ja003T-TRGa,-0.6532489874298646,0.8364081989863443,1.119126219007082,0.0755172919002641,-0.5439664575082576,0.9043896662582624,S00078-Ja003,-1.489657186416209,-0.7608909070860802
S00081-Ja001T-TRGa,0.2817424769690115,-0.2289134690818422,-0.4004793980280827,0.1878866460354307,-0.1974119848739842,0.4315062219152779,S00081-Ja001,0.5106559460508537,0.416800115117273
S00081-Ja005T-TRGa,0.161006501073824,-0.3490967257854593,-0.5601498612600019,0.4171880472617892,0.1026454740447467,0.3305474987879766,S00081-Ja005,0.5101032268592833,0.7662847730472486
