cluster_raw,immune_state,six_gene_panel_z,myeloid_inflammatory_z,immunometabolic_stress_z,mhcii_cd74_axis_z,hla_dr_core_z,interferon_antigen_presentation_z,adaptive_t_cell_context_z,inflammatory_index,antigen_presentation_index,decoupling_index
C1,Decoupled inflammatory / MHC-II-low,0.933010344764282,0.86653569056493,0.88771072201565,-0.723496108506247,-0.68049132567685,-0.462913411338273,-0.732026177093993,0.895752252448287,-0.649731755653841,1.54548400810213
C2,MHC-II/adaptive preserved,-0.390892027998553,-0.253613842792179,-0.372859412189738,1.03104315743909,1.01568634327637,0.939751632425481,0.604091621656894,-0.33912176099349,0.897643188699458,-1.23676494969295
C3,Intermediate mixed,-0.496929436743638,-0.62981977261471,-0.664465853323359,-0.303199780061946,-0.310034301603853,-0.35595990846192,-0.0346913501276464,-0.597071687560569,-0.250971335063842,-0.346100352496727
