rna_metric,flow_metric,n_permutations,null_median,null_q025,null_q975,observed
hla_dr_core,cd3_cd14_abundance_normalized,10000,-0.0008442776735459001,-0.31165572232645405,0.31088649155722325,-0.5590994371482176
mhcii_cd74_axis,cd3_cd14_abundance_normalized,10000,-0.0002814258911819,-0.30788461538461537,0.31801594746716694,-0.5165103189493434
rna_decoupling_index_six_minus_mhcii,cd3_cd14_abundance_normalized,10000,0.0035647279549718,-0.30488742964352716,0.30976547842401486,0.4622889305816136
