accession,gsm_id,immune_state,PC1_immune_decoupling_gradient,PC2,PC3
GSE65682,GSM1602928,Decoupled inflammatory / MHC-II-low,2.0526030711122516,0.9882569453255896,0.1841028126989198
GSE65682,GSM1602929,Decoupled inflammatory / MHC-II-low,2.583668744128341,-0.682263461193826,0.9003387364359472
GSE65682,GSM1602932,Decoupled inflammatory / MHC-II-low,4.126537171302016,-0.4091574113052518,0.8256587899972415
GSE65682,GSM1602933,Decoupled inflammatory / MHC-II-low,1.3294898932636896,-1.1754444192674516,-0.6413952568920739
GSE65682,GSM1602934,Decoupled inflammatory / MHC-II-low,1.0868337726967645,0.9447559512058046,1.3839497364218407
GSE65682,GSM1602936,Decoupled inflammatory / MHC-II-low,0.4857446153101298,1.49810340583806,-0.8439801731560299
GSE65682,GSM1602940,Decoupled inflammatory / MHC-II-low,2.057905788384525,-1.466194574213824,1.2953653043813051
GSE65682,GSM1602942,Decoupled inflammatory / MHC-II-low,1.937095986346261,0.2740817667880834,1.7817654289540197
GSE65682,GSM1602946,Decoupled inflammatory / MHC-II-low,1.6283807343715104,0.743408997982648,-1.0605298776315344
GSE65682,GSM1602947,Decoupled inflammatory / MHC-II-low,0.9030063821133516,1.1220932666025716,-1.0863358155797174
GSE65682,GSM1602958,Decoupled inflammatory / MHC-II-low,0.5505206570808426,-0.064722896963651,-1.062458190144822
GSE65682,GSM1602975,Decoupled inflammatory / MHC-II-low,0.748594551493952,0.4273497160136245,-0.4321278707249581
GSE65682,GSM1602976,Decoupled inflammatory / MHC-II-low,2.81591701644037,-0.776552587911259,-0.2553453357294414
GSE65682,GSM1691861,Decoupled inflammatory / MHC-II-low,2.339624838369037,-0.1181178143074486,-0.4340813949458962
GSE65682,GSM1691863,Decoupled inflammatory / MHC-II-low,1.919409298793324,0.3231741687003805,-0.5834124137989309
GSE65682,GSM1691865,Decoupled inflammatory / MHC-II-low,2.4850028291877435,-0.9289490788983008,-0.9397734709292492
GSE65682,GSM1691882,Decoupled inflammatory / MHC-II-low,3.1271076346046116,-0.5261194094807993,-0.0370544558820165
GSE65682,GSM1691915,Decoupled inflammatory / MHC-II-low,0.2371527170073339,1.0491874553433511,-0.7552398575216157
GSE65682,GSM1691935,Decoupled inflammatory / MHC-II-low,2.396661403882922,-1.0175487034057016,-0.4647505380144361
GSE65682,GSM1691965,Decoupled inflammatory / MHC-II-low,0.5699279902533011,0.2197616463712683,-0.3340676053678537
GSE65682,GSM1691981,Decoupled inflammatory / MHC-II-low,1.6050089200300652,-1.4011158997548636,-0.3182385588208347
GSE65682,GSM1691987,Decoupled inflammatory / MHC-II-low,3.6848022410985166,-0.474155032548091,0.157098308275735
GSE65682,GSM1692007,Decoupled inflammatory / MHC-II-low,0.5737319616777371,0.8571074220125178,-1.8774496293811656
GSE65682,GSM1692009,Decoupled inflammatory / MHC-II-low,1.1837189388367697,1.110735563592812,0.3538564176176133
GSE65682,GSM1692019,Decoupled inflammatory / MHC-II-low,0.5958048692402004,0.1014575920478655,0.8496851646613786
GSE65682,GSM1692029,Decoupled inflammatory / MHC-II-low,0.7579399761014864,-0.5991276555495254,0.2121049975037548
GSE65682,GSM1692040,Decoupled inflammatory / MHC-II-low,0.432751605413697,0.3002358012058309,0.6088582615628927
GSE65682,GSM1692045,Decoupled inflammatory / MHC-II-low,1.998116514042826,0.0522085381470993,-1.0151792431597662
GSE65682,GSM1692061,Decoupled inflammatory / MHC-II-low,-0.1353953282519997,0.9965910830143722,-0.9970576769091214
GSE65682,GSM1692108,Decoupled inflammatory / MHC-II-low,-0.0477187597762999,0.5888948893559752,-0.627295389731615
GSE65682,GSM1692132,Decoupled inflammatory / MHC-II-low,2.1676024630967343,1.1833981591412783,-0.1305107197577199
GSE65682,GSM1692157,Decoupled inflammatory / MHC-II-low,1.8867364778694604,-0.4148406792979852,0.1307912540909196
GSE65682,GSM1692177,Decoupled inflammatory / MHC-II-low,0.9158324249678552,-0.4859863724522508,-1.2747322369651597
GSE65682,GSM1692181,Decoupled inflammatory / MHC-II-low,0.9588059725967336,-0.9113510640991038,0.5408560093793915
GSE65682,GSM1692192,Decoupled inflammatory / MHC-II-low,2.267016184614346,0.891322833070211,-0.3596460370051747
GSE65682,GSM1692203,Decoupled inflammatory / MHC-II-low,0.6786727918856045,0.4772490297149769,-0.7620938352849427
GSE65682,GSM1692223,Decoupled inflammatory / MHC-II-low,1.2184684976143616,-0.0895913476968846,0.5075587835155262
GSE65682,GSM1692259,Decoupled inflammatory / MHC-II-low,0.4557569307042431,1.1106460073690294,-0.4338822057310822
GSE65682,GSM1692383,Decoupled inflammatory / MHC-II-low,0.7390357255612388,0.7058823490157144,-1.0566876234688083
GSE65682,GSM1692386,Decoupled inflammatory / MHC-II-low,1.6201118066763822,-0.1257261345312951,-0.4485088516731532
GSE65682,GSM1692387,Decoupled inflammatory / MHC-II-low,1.8697815676964131,-0.8049525643949207,-0.6201581622436227
GSE65682,GSM1692443,Decoupled inflammatory / MHC-II-low,2.529984537328146,0.0685274961829246,1.4463067262214906
GSE65682,GSM1692482,Decoupled inflammatory / MHC-II-low,1.9268948459890891,-0.2198084722235476,2.3402794053418745
GSE65682,GSM1692485,Decoupled inflammatory / MHC-II-low,2.057184095700853,-0.4427615677988143,-0.5702483311360923
GSE65682,GSM1692489,Decoupled inflammatory / MHC-II-low,0.8891749050378422,-1.0314149462039663,0.348933417301224
GSE32707,GSM812614,Decoupled inflammatory / MHC-II-low,0.8030067182192069,0.7522337264386293,-0.8512619612898974
GSE32707,GSM812616,Decoupled inflammatory / MHC-II-low,0.4572147941159702,0.0992169438927666,-0.6252856616449641
GSE32707,GSM812618,Decoupled inflammatory / MHC-II-low,0.6343658998636651,1.3004458048330856,-0.884718900832746
