accession,gsm_id,immune_state,PC1_immune_decoupling_gradient,PC2,PC3
GSE134347,GSM3942727,Decoupled inflammatory / MHC-II-low,2.6395570796846113,0.9486774476934524,-0.5327062497140367
GSE134347,GSM3942729,Decoupled inflammatory / MHC-II-low,2.5591362100607613,-0.1843670688339853,-0.2898412234480642
GSE134347,GSM3942730,Decoupled inflammatory / MHC-II-low,0.4105026359549489,0.9506748160580456,-0.9438450932839384
GSE134347,GSM3942747,Decoupled inflammatory / MHC-II-low,4.0725275275199415,0.481105526319199,0.2163706779673664
GSE134347,GSM3942750,Decoupled inflammatory / MHC-II-low,1.20767948623936,0.7512002365794825,-1.072511507293422
GSE134347,GSM3942752,Decoupled inflammatory / MHC-II-low,1.1177840021182954,-1.0113987295131228,-0.0716048214764915
GSE134347,GSM3942759,Decoupled inflammatory / MHC-II-low,0.4642265358530595,2.062258227326237,-1.0955146497013886
GSE134347,GSM3942761,Decoupled inflammatory / MHC-II-low,1.636340126714821,-0.1936000590600975,0.6106181086994038
GSE134347,GSM3942762,Decoupled inflammatory / MHC-II-low,3.026470208001362,0.4665328663628295,0.3866340021453914
GSE134347,GSM3942766,Decoupled inflammatory / MHC-II-low,2.1784168477174277,2.037374718380585,0.1029075814252817
GSE134347,GSM3942767,Decoupled inflammatory / MHC-II-low,2.104705335461381,-0.3726458208408433,-0.0358074411344161
GSE134347,GSM3942768,Decoupled inflammatory / MHC-II-low,0.4338821441777567,0.6964091713620059,-1.1226845905866347
GSE134347,GSM3942785,Decoupled inflammatory / MHC-II-low,2.153280106197446,0.0873259093079167,-0.3963296796030396
GSE134347,GSM3942786,Decoupled inflammatory / MHC-II-low,1.9049117101785904,0.2610313036624411,-0.9678459736227716
GSE134347,GSM3942790,Decoupled inflammatory / MHC-II-low,1.4329063517716676,2.0999236080394588,-0.0038746955656049
GSE134347,GSM3942793,Decoupled inflammatory / MHC-II-low,1.3327546385564886,0.987016184146888,-0.9234931593535048
GSE134347,GSM3942808,Decoupled inflammatory / MHC-II-low,1.7625699899264744,-0.8877794600294023,-0.6458609638514352
GSE134347,GSM3942810,Decoupled inflammatory / MHC-II-low,3.257918726921603,0.5917895366696093,-0.3158967542431252
GSE134347,GSM3942826,Decoupled inflammatory / MHC-II-low,2.1781678797196133,0.5032661755135996,-0.0226066247152523
GSE134347,GSM3942828,Decoupled inflammatory / MHC-II-low,0.1532811827571729,0.7877196933281719,0.003930382201608
GSE134347,GSM3942831,Decoupled inflammatory / MHC-II-low,1.3104435238662822,-0.8311190131018424,-0.4359936899398419
GSE134347,GSM3942832,Decoupled inflammatory / MHC-II-low,2.1358137126836194,0.0864637420565465,0.1392170934398728
GSE134347,GSM3942839,Decoupled inflammatory / MHC-II-low,2.5358056126088693,0.0334551553722805,1.4770974883608767
GSE134347,GSM3942843,Decoupled inflammatory / MHC-II-low,1.699549238950585,0.3732444297508823,0.1772266792856697
GSE134347,GSM3942848,Decoupled inflammatory / MHC-II-low,2.173469009308206,0.035196965037832,0.2114616260382154
GSE134347,GSM3942849,Decoupled inflammatory / MHC-II-low,0.8527272690340205,-0.6917356885489874,0.0504461118034082
GSE134347,GSM3942856,Decoupled inflammatory / MHC-II-low,1.5663408220346495,-0.3320830904756506,-0.2873363259071055
GSE134347,GSM3942863,Decoupled inflammatory / MHC-II-low,1.5791835619827643,0.1324686812579462,0.2766902393162663
GSE134347,GSM3942864,Decoupled inflammatory / MHC-II-low,3.911914059355591,-0.1079019040238732,1.415012733378371
GSE134347,GSM3942867,Decoupled inflammatory / MHC-II-low,1.4633707593872056,-1.0123726366702102,-0.0469375506347075
GSE134347,GSM3942871,Decoupled inflammatory / MHC-II-low,2.4841078524152747,0.6596188371864206,2.1811238203337666
GSE134347,GSM3942876,Decoupled inflammatory / MHC-II-low,1.1405792427601071,-0.0236284003574831,-0.0961707140380615
GSE134347,GSM3942877,Decoupled inflammatory / MHC-II-low,2.6136204919448884,-0.3977884022426314,0.3123584888545052
GSE134347,GSM3942878,Decoupled inflammatory / MHC-II-low,0.3680511068749347,0.5590432906292274,-0.5494019646302543
GSE134347,GSM3942879,Decoupled inflammatory / MHC-II-low,2.673628976581467,-0.1166955677505477,-0.3528803909541415
GSE134347,GSM3942885,Decoupled inflammatory / MHC-II-low,2.66624930392678,0.1573864181099556,0.1370124361318035
GSE134347,GSM3942905,Decoupled inflammatory / MHC-II-low,0.7413590435949784,-0.2538796225217408,1.2952673599374709
